Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM)
2019-12-13,1470.6,1466.6,1097.51,1099.07,1315.6,1315.1
2019-12-12,1474.7,1467.8,1117.82,1116.56,1325.02,1319.55
2019-12-11,1468.05,1466.8,1116.89,1112.71,1324.92,1322.47
2019-12-10,1464.45,1464.95,1112.25,1112.04,1322.69,1322.26
2019-12-09,1463.6,1461.7,1112.04,1111.48,1323.09,1320.06
2019-12-06,1474.85,1459.65,1122.8,1112.4,1328.54,1320.25
2019-12-05,1474.6,1475.95,1122.76,1122.31,1329.65,1329.54
2019-12-04,1475.85,1475.1,1131.53,1125.94,1332.54,1327.89
2019-12-03,1470.4,1477.3,1132.5,1136.78,1328.51,1333.12
2019-12-02,1457.5,1461.15,1130.0,1130.05,1323.26,1321.17
2019-11-29,1456.35,1460.15,1129.55,1131.32,1323.24,1327.42
2019-11-28,1457.55,1454.65,1127.27,1127.35,1323.6,1321.84
2019-11-27,1459.8,1454.35,1134.12,1129.74,1326.23,1322.3
2019-11-26,1457.65,1454.65,1133.76,1131.86,1322.96,1321.11
2019-11-25,1459.45,1458.4,1133.41,1130.84,1325.33,1323.35
2019-11-22,1471.3,1464.45,1143.05,1140.22,1330.35,1326.06
2019-11-21,1468.9,1467.05,1134.43,1133.15,1325.09,1324.01
2019-11-20,1475.7,1471.7,1143.52,1138.95,1333.74,1328.36
2019-11-19,1464.9,1468.45,1132.37,1134.23,1323.68,1325.86
2019-11-18,1458.4,1467.65,1124.86,1132.59,1318.1,1325.88
2019-11-15,1465.6,1466.9,1138.04,1136.41,1329.59,1327.84
2019-11-14,1467.65,1466.65,1141.39,1142.52,1334.24,1333.18
2019-11-13,1463.45,1462.9,1138.86,1140.62,1328.23,1328.46
2019-11-12,1455.0,1452.05,1134.03,1130.42,1319.69,1318.17
2019-11-11,1465.5,1458.7,1144.41,1132.39,1328.33,1321.87
2019-11-08,1466.85,1464.15,1144.58,1142.62,1328.09,1328.13
2019-11-07,1484.1,1484.25,1153.44,1156.82,1339.4,1341.76
2019-11-06,1488.55,1486.05,1155.26,1154.51,1342.23,1341.31
2019-11-05,1504.6,1488.95,1166.37,1156.17,1352.18,1344.67
2019-11-04,1509.2,1509.45,1168.57,1169.52,1352.39,1353.98
2019-11-01,1509.85,1508.8,1165.76,1164.49,1354.79,1351.28
2019-10-31,1506.4,1510.95,1163.09,1168.57,1348.53,1356.53
2019-10-30,1490.15,1492.1,1156.65,1159.81,1340.39,1342.74
2019-10-29,1492.75,1486.75,1164.79,1155.2,1347.8,1338.37
2019-10-28,1505.05,1492.4,1172.89,1160.94,1356.95,1345.55
2019-10-25,1504.65,1513.45,1171.82,1180.79,1353.28,1364.22
2019-10-24,1488.85,1496.55,1154.75,1163.12,1338.03,1346.45
2019-10-23,1494.25,1494.45,1162.53,1159.84,1343.78,1343.66
2019-10-22,1487.45,1485.35,1149.5,1149.66,1335.28,1334.14
2019-10-21,1490.85,1491.65,1147.81,1148.27,1334.91,1337.12
2019-10-18,1487.5,1490.0,1154.15,1155.64,1336.67,1337.28
2019-10-17,1484.45,1492.65,1151.64,1162.63,1336.6,1341.59
2019-10-16,1482.55,1485.1,1166.32,1155.85,1344.52,1343.27
2019-10-15,1494.75,1487.8,1183.69,1178.34,1357.08,1353.3
2019-10-14,1494.2,1490.6,1188.79,1182.94,1354.04,1352.12
2019-10-11,1498.35,1479.15,1197.93,1166.01,1359.9,1338.33
2019-10-10,1508.2,1494.8,1232.35,1222.75,1368.69,1356.38
2019-10-09,1503.4,1507.25,1228.43,1232.93,1369.0,1372.65
2019-10-08,1500.0,1505.85,1225.5,1233.14,1365.3,1372.28
2019-10-07,1502.15,1501.25,1221.4,1218.11,1369.36,1365.54
2019-10-04,1509.5,1499.15,1223.75,1220.01,1374.7,1366.78
2019-10-03,1504.0,1517.1,1221.7,1223.84,1372.25,1380.26
2019-10-02,1484.05,1492.6,1213.21,1215.13,1359.84,1364.68
2019-10-01,1466.1,1473.45,1193.11,1206.17,1345.29,1349.97
2019-09-30,1487.6,1485.3,1208.38,1206.06,1361.75,1362.17
2019-09-27,1496.15,1489.9,1218.17,1209.05,1369.58,1362.51
2019-09-26,1507.05,1506.4,1223.72,1219.28,1378.5,1374.89
2019-09-25,1530.85,1528.75,1231.11,1234.62,1391.24,1391.77
2019-09-24,1520.25,1520.65,1220.76,1216.67,1382.36,1381.36
2019-09-23,1519.5,1522.1,1222.13,1225.9,1385.48,1385.11
2019-09-20,1504.1,1501.9,1199.07,1203.62,1361.06,1362.52
2019-09-19,1498.4,1500.7,1200.67,1201.76,1354.85,1357.08
2019-09-18,1502.2,1503.5,1206.27,1204.9,1360.39,1359.92
2019-09-17,1499.3,1502.1,1208.89,1207.24,1361.51,1360.45
2019-09-16,1502.05,1497.2,1207.35,1203.3,1357.25,1359.46
2019-09-13,1506.3,1503.1,1209.41,1208.19,1356.88,1358.35
2019-09-12,1502.95,1515.2,1219.94,1227.46,1362.88,1373.53
2019-09-11,1493.65,1490.65,1208.21,1209.07,1354.74,1355.9
2019-09-10,1494.6,1498.25,1211.52,1211.34,1353.51,1357.11
2019-09-09,1509.95,1509.2,1223.81,1220.34,1368.62,1364.92
2019-09-06,1504.95,1523.7,1223.52,1237.09,1363.94,1378.49
2019-09-05,1542.6,1529.1,1257.06,1238.72,1397.44,1380.78
2019-09-04,1538.8,1546.1,1265.05,1269.97,1397.69,1403.86
2019-09-03,1532.45,1537.85,1278.06,1277.8,1400.35,1403.44
2019-09-02,1523.35,1525.95,1260.42,1265.01,1388.69,1391.51
2019-08-30,1526.55,1528.4,1253.14,1251.15,1382.75,1383.51
2019-08-29,1536.65,1540.2,1260.51,1262.96,1387.29,1392.03
2019-08-28,1541.75,1537.15,1263.31,1258.77,1389.89,1387.43
2019-08-27,1531.85,1532.95,1250.91,1247.51,1378.97,1380.88
2019-08-23,1495.5,1503.8,1224.37,1228.91,1351.48,1357.63
2019-08-22,1498.7,1502.05,1234.63,1225.97,1351.98,1354.1
2019-08-21,1499.65,1503.25,1235.41,1238.53,1351.48,1354.43
2019-08-20,1502.65,1504.55,1242.69,1239.6,1356.44,1357.86
2019-08-19,1499.35,1496.6,1236.66,1235.29,1350.76,1348.89
2019-08-16,1509.05,1515.25,1242.55,1246.14,1361.46,1367.82
2019-08-15,1517.65,1515.65,1254.49,1250.26,1361.48,1363.78
2019-08-14,1500.35,1513.25,1241.69,1253.73,1341.61,1356.17
2019-08-13,1527.2,1498.4,1265.9,1240.38,1363.48,1338.67
2019-08-12,1501.95,1504.7,1244.82,1243.63,1343.64,1341.74
2019-08-09,1503.5,1497.7,1242.19,1240.99,1342.02,1338.05
2019-08-08,1497.4,1495.75,1230.26,1234.14,1335.08,1335.7
2019-08-07,1487.65,1506.05,1225.82,1239.33,1330.11,1341.44
2019-08-06,1461.85,1465.25,1199.59,1201.21,1304.85,1311.11
2019-08-05,1457.45,1465.25,1199.92,1203.85,1307.92,1310.23
2019-08-02,1436.05,1441.75,1184.17,1187.28,1294.02,1298.44
2019-08-01,1406.4,1406.8,1161.12,1161.74,1273.35,1273.29
2019-07-31,1430.55,1427.55,1175.48,1167.45,1283.2,1281.37
2019-07-30,1428.45,1425.9,1173.47,1171.95,1281.75,1279.6
2019-07-29,1418.95,1419.05,1150.91,1157.94,1275.78,1275.3
2019-07-26,1418.25,1420.4,1140.27,1144.7,1273.02,1275.95
2019-07-25,1426.35,1416.1,1143.08,1132.88,1281.86,1265.85
2019-07-24,1425.55,1426.95,1142.29,1142.7,1279.86,1279.69
2019-07-23,1417.55,1425.55,1140.42,1145.29,1268.14,1277.01
2019-07-22,1424.45,1427.75,1142.69,1143.63,1270.04,1272.13
2019-07-19,1437.05,1439.7,1148.06,1148.88,1278.11,1281.48
2019-07-18,1420.9,1417.45,1139.7,1135.94,1264.74,1263.51
2019-07-17,1400.8,1410.35,1129.61,1135.61,1249.09,1256.9
2019-07-16,1416.1,1409.85,1136.85,1134.79,1260.05,1256.88
2019-07-15,1416.25,1412.4,1127.76,1127.24,1255.93,1253.79
2019-07-12,1405.6,1407.6,1122.23,1122.14,1248.74,1251.5
2019-07-11,1423.1,1413.75,1135.06,1126.62,1262.72,1255.83
2019-07-10,1395.45,1408.3,1117.34,1126.78,1243.35,1252.68
2019-07-09,1387.9,1391.55,1113.51,1115.61,1239.39,1241.54
2019-07-08,1404.9,1400.1,1121.11,1119.38,1251.2,1248.19
2019-07-05,1414.4,1388.65,1126.43,1110.92,1255.99,1237.7
2019-07-04,1415.25,1414.9,1125.41,1125.55,1254.19,1254.59
2019-07-03,1425.1,1413.5,1133.52,1123.31,1262.78,1251.65
2019-07-02,1393.1,1391.05,1105.01,1101.02,1233.59,1231.77
2019-07-01,1390.05,1390.1,1099.81,1099.99,1227.41,1227.74
2019-06-28,1413.2,1409.0,1114.87,1108.18,1241.07,1237.81
2019-06-27,1402.25,1402.5,1103.71,1105.87,1233.14,1234.76
2019-06-26,1406.75,1403.95,1109.22,1106.73,1238.5,1236.32
2019-06-25,1429.55,1431.4,1120.62,1124.36,1255.72,1256.2
2019-06-24,1405.45,1405.7,1102.58,1105.3,1233.56,1235.05
2019-06-21,1388.35,1397.15,1095.96,1101.93,1228.55,1233.12
2019-06-20,1381.65,1379.5,1086.25,1087.74,1222.9,1221.27
2019-06-19,1342.4,1344.05,1066.67,1066.64,1198.36,1199.43
2019-06-18,1344.55,1341.35,1073.22,1070.67,1201.89,1198.09
2019-06-17,1333.2,1341.3,1059.49,1065.13,1188.81,1193.09
2019-06-14,1352.45,1351.25,1069.79,1070.33,1200.03,1201.8
2019-06-13,1335.8,1335.9,1054.21,1052.69,1182.85,1184.81
2019-06-12,1336.65,1332.35,1049.27,1045.76,1179.99,1177.26
2019-06-11,1322.65,1324.3,1040.53,1041.3,1168.96,1170.42
2019-06-10,1328.6,1328.6,1046.94,1048.66,1175.41,1175.94
2019-06-07,1334.3,1340.65,1049.16,1052.14,1184.19,1184.6
2019-06-06,1336.65,1335.5,1053.15,1051.17,1189.62,1185.92
2019-06-05,1337.75,1335.05,1052.01,1049.22,1185.38,1184.99
2019-06-04,1323.6,1324.25,1045.51,1043.77,1177.47,1177.26
2019-06-03,1313.95,1317.1,1039.47,1042.35,1175.99,1175.38
2019-05-31,1296.0,1295.55,1029.28,1028.8,1162.12,1161.07
2019-05-30,1276.45,1280.95,1010.44,1015.92,1146.25,1151.7
2019-05-29,1283.5,1281.65,1016.02,1013.27,1151.04,1150.67
2019-05-28,1283.9,1278.3,1012.87,1008.2,1146.91,1142.29
2019-05-24,1281.5,1282.5,1011.36,1011.89,1145.92,1145.4
2019-05-23,1275.95,1283.65,1009.79,1015.37,1146.19,1152.46
2019-05-22,1274.0,1273.8,1005.44,1008.09,1141.12,1141.2
2019-05-21,1276.0,1271.15,1004.85,998.62,1144.19,1139.84
2019-05-20,1275.25,1276.85,1000.05,1003.22,1142.62,1143.42
2019-05-17,1285.8,1280.8,1007.55,1005.17,1152.08,1146.7
2019-05-16,1295.55,1291.7,1009.62,1009.46,1155.76,1154.78
2019-05-15,1298.9,1299.1,1005.87,1011.87,1158.75,1161.53
2019-05-14,1297.6,1298.4,1002.14,1005.48,1154.34,1158.04
2019-05-13,1282.95,1295.6,985.95,994.89,1142.47,1151.27
2019-05-10,1285.4,1287.1,987.83,987.46,1144.01,1144.36
2019-05-09,1284.1,1286.1,987.47,989.65,1147.21,1144.5
2019-05-08,1287.75,1285.2,987.83,988.19,1149.7,1147.68
2019-05-07,1281.3,1281.2,978.79,981.01,1144.2,1145.26
2019-05-03,1270.05,1278.55,976.8,980.01,1138.47,1144.3
2019-05-02,1271.45,1270.95,973.55,975.58,1134.39,1136.1
2019-05-01,1281.8,1283.8,980.45,981.47,1140.8,1141.94
2019-04-30,1285.15,1282.3,989.44,983.78,1145.97,1142.79
2019-04-29,1282.15,1279.5,991.1,991.1,1148.55,1147.2
2019-04-26,1281.5,1284.2,992.78,993.97,1150.02,1151.16
2019-04-25,1277.85,1280.8,991.87,992.36,1146.87,1149.65
2019-04-24,1273.8,1271.65,984.9,982.48,1135.34,1136.35
2019-04-23,1273.45,1269.5,979.67,979.67,1131.46,1132.52
2019-04-18,1276.5,1275.7,981.12,980.12,1134.17,1134.22
2019-04-17,1276.1,1275.85,978.77,978.19,1127.82,1128.74
2019-04-16,1283.75,1276.35,981.3,977.17,1137.4,1129.83
2019-04-15,1286.75,1285.65,982.43,981.21,1137.23,1137.41
2019-04-12,1296.15,1294.3,991.68,986.9,1146.06,1143.64
2019-04-11,1304.65,1298.8,997.01,993.19,1156.44,1152.43
2019-04-10,1304.8,1305.45,998.04,999.06,1157.23,1161.07
2019-04-09,1301.85,1303.0,995.13,997.71,1155.0,1155.24
2019-04-08,1297.1,1300.0,993.58,996.45,1154.29,1153.49
2019-04-05,1288.9,1288.45,985.11,989.53,1147.51,1148.01
2019-04-04,1291.6,1283.15,981.87,978.66,1149.78,1144.18
2019-04-03,1291.85,1290.45,980.38,981.26,1148.84,1147.98
2019-04-02,1287.2,1290.3,984.97,988.37,1148.95,1151.59
2019-04-01,1291.9,1293.5,987.27,986.68,1149.15,1152.25
2019-03-29,1291.15,1295.4,991.09,996.68,1151.19,1153.81
2019-03-28,1306.9,1295.15,995.2,989.11,1161.18,1152.68
2019-03-27,1318.25,1309.7,997.78,992.49,1168.23,1164.45
2019-03-26,1315.25,1316.3,993.15,994.73,1162.02,1165.19
2019-03-25,1319.35,1319.55,1001.39,999.43,1166.04,1165.82
2019-03-22,1311.1,1311.3,998.8,995.28,1159.41,1162.99
2019-03-21,1317.3,1309.6,1002.99,998.7,1155.8,1151.79
2019-03-20,1303.0,1303.7,985.07,987.94,1147.81,1147.78
2019-03-19,1308.35,1307.7,985.06,986.01,1152.53,1152.08
2019-03-18,1305.35,1305.6,986.19,986.25,1150.01,1150.89
2019-03-15,1302.65,1303.5,981.55,982.06,1150.5,1150.08
2019-03-14,1299.2,1295.55,982.84,977.49,1148.88,1146.43
2019-03-13,1308.4,1306.95,994.25,991.58,1158.2,1156.13
2019-03-12,1296.95,1297.05,986.85,987.96,1150.78,1150.74
2019-03-11,1296.35,1292.75,998.32,988.57,1153.49,1150.03
2019-03-08,1294.1,1296.75,989.34,992.79,1153.95,1154.37
2019-03-07,1286.4,1285.3,978.18,981.2,1137.05,1144.17
2019-03-06,1285.55,1285.85,978.82,977.25,1137.45,1136.82
2019-03-05,1285.0,1283.8,975.19,977.61,1134.78,1134.49
2019-03-04,1287.45,1285.4,972.93,974.33,1135.14,1135.01
2019-03-01,1309.95,1311.95,989.27,988.03,1152.23,1150.45
2019-02-28,1325.45,1319.15,996.21,991.87,1162.82,1158.74
2019-02-27,1326.45,1322.85,998.02,992.8,1164.09,1162.39
2019-02-26,1327.55,1325.05,1005.49,1005.98,1168.11,1167.24
2019-02-25,1329.15,1331.05,1016.8,1018.79,1170.32,1172.39
2019-02-22,1322.25,1329.05,1016.15,1020.71,1166.49,1172.49
2019-02-21,1335.05,1331.25,1021.85,1019.87,1177.78,1173.63
2019-02-20,1345.75,1343.75,1032.86,1031.46,1186.82,1185.05
2019-02-19,1329.55,1334.15,1028.81,1027.03,1175.72,1178.59
2019-02-18,1323.95,1325.5,1025.13,1025.14,1169.58,1170.81
2019-02-15,1318.0,1316.55,1027.64,1027.17,1168.28,1168.17
2019-02-14,1305.65,1311.45,1017.49,1025.82,1158.5,1161.29
2019-02-13,1311.15,1312.8,1017.45,1017.16,1158.79,1161.7
2019-02-12,1311.6,1310.0,1021.21,1016.56,1163.0,1160.01
2019-02-11,1306.75,1306.4,1012.86,1014.81,1156.21,1157.08
2019-02-08,1311.1,1314.85,1012.04,1016.25,1156.65,1159.7
2019-02-07,1306.6,1310.0,1012.88,1009.49,1152.55,1154.11
2019-02-06,1313.35,1312.4,1013.51,1012.12,1152.86,1152.94
2019-02-05,1314.0,1314.2,1009.15,1013.91,1150.67,1151.37
2019-02-04,1311.0,1312.15,1004.36,1004.45,1145.55,1147.87
2019-02-01,1320.75,1318.7,1010.9,1008.54,1151.56,1150.83
2019-01-31,1322.5,1323.25,1006.95,1009.38,1152.16,1152.68
2019-01-30,1312.95,1310.7,1002.04,1002.55,1148.44,1148.3
2019-01-29,1308.35,1307.55,994.48,992.56,1143.24,1144.37
2019-01-28,1301.0,1302.15,987.98,988.59,1139.81,1139.51
2019-01-25,1282.95,1293.9,981.33,985.56,1132.08,1137.08
2019-01-24,1279.75,1283.7,981.7,983.57,1128.36,1128.12
2019-01-23,1284.9,1279.8,990.14,979.94,1131.74,1125.84
2019-01-22,1284.75,1282.1,994.14,991.96,1130.58,1129.02
2019-01-21,1278.7,1279.55,995.08,994.08,1124.11,1125.75
2019-01-18,1285.05,1284.2,993.34,994.74,1126.86,1128.94
2019-01-17,1294.0,1290.7,1004.92,999.39,1135.87,1133.49
2019-01-16,1290.5,1292.3,1002.46,1002.95,1130.99,1133.86
2019-01-15,1289.35,1294.4,1002.99,1008.6,1127.67,1130.53
2019-01-14,1293.7,1292.75,1007.02,1006.15,1129.27,1127.41
2019-01-11,1292.8,1288.95,1012.91,1007.57,1121.89,1123.96
2019-01-10,1292.4,1291.9,1012.98,1012.46,1121.54,1120.85
2019-01-09,1281.3,1288.6,1006.46,1007.94,1118.32,1118.12
2019-01-08,1283.9,1286.45,1006.71,1010.38,1121.62,1124.36
2019-01-07,1291.5,1292.2,1013.83,1011.28,1129.03,1126.93
2019-01-04,1290.35,1279.9,1016.8,1013.42,1131.51,1127.34
2019-01-03,1287.95,1290.45,1024.05,1024.49,1132.62,1132.24
2019-01-02,1287.2,1282.9,1014.44,1017.34,1125.27,1129.21
2018-12-31,1281.65,,1005.45,,1120.03,
2018-12-28,1277.25,1279.0,1009.16,1008.24,1114.91,1116.69
2018-12-27,1271.1,1268.0,1006.2,1002.73,1115.26,1109.88
2018-12-24,1261.25,,996.26,,1105.23,
2018-12-21,1257.6,1258.15,993.76,994.82,1101.53,1103.4
2018-12-20,1255.0,1259.75,988.69,995.45,1093.73,1100.77
2018-12-19,1248.6,1255.0,986.77,990.7,1094.65,1098.13
2018-12-18,1248.8,1246.3,987.43,985.45,1096.7,1096.49
2018-12-17,1239.1,1241.65,982.61,984.5,1093.13,1094.89
2018-12-14,1239.15,1235.35,983.39,984.45,1096.9,1094.64
2018-12-13,1244.45,1242.75,982.87,983.76,1093.62,1095.48
2018-12-12,1244.75,1245.75,993.31,987.01,1098.24,1096.26
2018-12-11,1248.25,1245.3,988.99,990.64,1096.59,1098.35
2018-12-10,1246.8,1245.35,980.61,985.94,1092.57,1091.92
2018-12-07,1241.2,1243.3,972.98,974.62,1091.51,1091.99
2018-12-06,1236.45,1242.55,971.48,972.17,1091.66,1090.46
2018-12-05,1236.15,1235.9,970.13,971.66,1090.16,1091.18
2018-12-04,1239.25,1240.3,966.74,972.89,1086.45,1089.36
2018-12-03,1231.05,1230.3,966.0,967.38,1084.92,1085.25
2018-11-30,1220.45,1217.55,956.95,955.65,1073.75,1074.0
2018-11-29,1226.45,1226.25,959.94,960.03,1079.15,1077.87
2018-11-28,1213.2,1213.25,949.69,949.0,1074.77,1075.79
2018-11-27,1225.05,1221.2,959.7,958.76,1082.21,1080.76
2018-11-26,1226.65,1223.4,954.58,952.54,1079.33,1077.57
2018-11-23,1222.15,1223.65,951.69,953.71,1075.13,1078.4
2018-11-22,1228.25,1227.05,950.42,953.66,1074.72,1076.12
2018-11-21,1224.0,1226.1,957.29,959.06,1075.04,1075.9
2018-11-20,1223.1,1223.0,951.45,953.45,1069.97,1073.92
2018-11-19,1223.55,1221.6,951.07,952.12,1070.97,1068.9
2018-11-16,1215.8,1222.4,948.93,950.42,1073.07,1071.92
2018-11-15,1210.6,1211.85,948.26,946.94,1072.71,1072.0
2018-11-14,1201.45,1203.25,927.04,925.78,1066.05,1061.75
2018-11-13,1197.55,1202.1,928.7,928.14,1066.18,1066.74
2018-11-12,1207.05,1205.55,940.05,934.3,1072.34,1069.93
2018-11-09,1219.05,1211.4,936.96,928.78,1075.81,1067.36
2018-11-08,1223.45,1224.15,932.02,934.15,1071.01,1070.52
2018-11-07,1235.05,1229.95,938.64,935.5,1074.62,1071.41
2018-11-06,1234.85,1231.6,947.75,942.42,1083.58,1078.64
2018-11-05,1231.6,1232.25,946.61,946.0,1081.96,1081.3
2018-11-02,1235.5,1232.1,948.0,948.84,1079.83,1079.07
2018-11-01,1223.25,1231.15,950.47,950.94,1075.85,1079.35
2018-10-31,1217.7,1214.95,955.77,951.79,1074.25,1073.17
2018-10-30,1220.0,1225.4,956.36,961.69,1074.33,1077.74
2018-10-29,1230.75,1230.8,958.88,960.64,1078.38,1081.38
2018-10-26,1236.05,1233.85,964.98,963.27,1087.23,1086.16
2018-10-25,1232.15,1230.8,954.67,958.3,1079.36,1081.5
2018-10-24,1231.65,1230.55,952.8,951.95,1078.68,1079.44
2018-10-23,1235.6,1235.95,950.67,951.06,1076.45,1077.87
2018-10-22,1222.9,1222.3,938.09,942.15,1062.21,1064.75
2018-10-19,1228.25,1227.85,942.44,940.78,1073.12,1068.84
2018-10-18,1224.6,1223.0,933.76,934.01,1062.83,1064.13
2018-10-17,1226.75,1229.05,933.68,935.8,1061.38,1065.09
2018-10-16,1228.85,1230.7,931.35,930.9,1061.73,1060.99
2018-10-15,1233.0,1229.95,937.7,936.36,1064.45,1061.57
2018-10-12,1218.75,1219.75,922.11,925.3,1052.15,1056.55
2018-10-11,1201.1,1205.55,910.31,911.76,1040.27,1042.68
2018-10-10,1186.4,1188.6,902.02,901.32,1033.0,1031.59
2018-10-09,1187.4,1185.55,910.26,908.37,1036.01,1035.58
2018-10-08,1194.8,1186.95,914.86,909.09,1040.67,1034.43
2018-10-05,1201.1,1203.8,921.48,919.82,1045.08,1043.45
2018-10-04,1199.45,1203.45,925.02,923.41,1043.28,1044.23
2018-10-03,1203.5,1201.2,925.73,924.56,1040.55,1041.8
2018-10-02,1192.65,1204.7,919.77,928.46,1035.46,1043.75
2018-10-01,1185.3,1189.35,907.94,909.38,1021.02,1024.51
2018-09-28,1183.5,1187.25,906.44,912.52,1020.41,1025.07
2018-09-27,1196.0,1185.4,911.59,902.56,1020.91,1013.99
2018-09-26,1198.8,1194.25,910.49,907.15,1018.86,1017.74
2018-09-25,1199.45,1201.9,912.3,914.04,1019.77,1019.93
2018-09-24,1198.75,1202.75,913.69,914.93,1018.7,1019.57
2018-09-21,1207.6,1198.7,914.88,917.25,1025.25,1020.45
2018-09-20,1203.0,1208.35,910.55,909.77,1027.72,1027.22
2018-09-19,1203.0,1203.3,912.48,916.19,1028.44,1031.83
2018-09-18,1199.4,1200.2,913.94,912.39,1026.81,1026.17
2018-09-17,1196.8,1201.9,914.0,913.92,1027.21,1027.86
2018-09-14,1206.2,1201.95,918.76,917.81,1030.58,1030.07
2018-09-13,1206.65,1209.8,924.41,922.84,1038.68,1034.74
2018-09-12,1197.8,1195.6,919.07,919.18,1033.1,1030.37
2018-09-11,1194.0,1189.85,915.92,915.95,1028.75,1027.44
2018-09-10,1195.8,1196.6,923.28,919.95,1032.45,1031.71
2018-09-07,1200.75,1198.9,928.3,924.71,1031.32,1035.25
2018-09-06,1204.3,1205.15,931.65,930.98,1035.82,1035.71
2018-09-05,1194.7,1196.7,932.46,922.9,1031.74,1029.64
2018-09-04,1195.75,1190.85,932.57,928.51,1034.2,1032.59
2018-09-03,1201.7,1200.05,933.0,931.84,1035.75,1033.72
2018-08-31,1206.85,1202.45,927.58,927.21,1034.03,1033.27
2018-08-30,1202.35,1197.3,924.25,920.6,1028.49,1026.8
2018-08-29,1204.3,1204.2,935.14,927.84,1032.33,1029.59
2018-08-28,1212.75,1212.25,939.88,938.28,1037.02,1033.93
2018-08-24,1189.95,1197.7,928.76,930.73,1029.43,1030.86
2018-08-23,1187.3,1192.35,923.24,927.05,1027.61,1029.24
2018-08-22,1196.85,1196.65,928.52,926.21,1032.88,1031.51
2018-08-21,1194.1,1190.95,931.28,925.61,1036.12,1033.63
2018-08-20,1188.75,1184.35,933.29,927.58,1042.41,1036.31
2018-08-17,1176.7,1178.4,925.59,925.63,1032.79,1032.51
2018-08-16,1179.65,1180.4,928.38,926.61,1037.74,1035.33
2018-08-15,1186.7,1182.0,933.1,932.83,1047.74,1045.72
2018-08-14,1195.3,1197.0,935.32,937.37,1049.11,1051.68
2018-08-13,1204.4,1200.35,944.85,939.27,1058.19,1050.55
2018-08-10,1211.65,1214.4,947.87,952.94,1056.44,1062.6
2018-08-09,1215.5,1214.35,944.08,942.7,1048.13,1047.62
2018-08-08,1212.35,1209.55,939.57,939.46,1045.17,1043.72
2018-08-07,1215.4,1212.35,937.32,936.3,1048.77,1045.05
2018-08-06,1212.0,1209.65,934.94,935.18,1048.26,1047.44
2018-08-03,1207.7,1216.3,928.6,935.33,1042.97,1050.4
2018-08-02,1217.6,1215.45,931.22,931.03,1048.23,1045.89
2018-08-01,1222.75,1219.0,932.47,929.12,1046.55,1043.46
2018-07-31,1219.2,1220.95,926.71,930.12,1039.86,1043.3
2018-07-30,1222.05,1223.8,931.2,931.68,1045.95,1045.37
2018-07-27,1219.15,1223.95,931.06,933.38,1048.1,1050.27
2018-07-26,1228.35,1228.25,931.46,934.33,1049.13,1051.5
2018-07-25,1230.55,1231.5,935.09,936.06,1051.75,1052.81
2018-07-24,1224.3,1228.35,933.77,934.77,1047.63,1049.26
2018-07-23,1229.45,1224.95,937.21,934.02,1050.93,1046.6
2018-07-20,1224.85,1228.75,940.56,938.03,1050.8,1049.11
2018-07-19,1217.4,1217.55,936.06,937.76,1048.79,1049.53
2018-07-18,1223.45,1224.5,938.02,938.82,1052.29,1052.34
2018-07-17,1243.65,1232.8,938.46,936.56,1059.96,1054.29
2018-07-16,1244.9,1241.1,938.41,935.42,1063.52,1059.03
2018-07-13,1240.5,1241.7,945.14,942.33,1066.83,1065.88
2018-07-12,1244.85,1245.9,942.1,942.15,1065.97,1067.49
2018-07-11,1250.0,1251.4,943.63,943.18,1068.38,1065.57
2018-07-10,1253.7,1254.0,946.17,945.89,1069.41,1071.17
2018-07-09,1262.6,1262.05,946.95,948.3,1072.7,1072.87
2018-07-06,1254.2,1255.35,947.55,945.91,1071.09,1067.68
2018-07-05,1252.5,1255.5,946.89,949.79,1071.64,1073.08
2018-07-04,1256.9,1255.65,951.47,950.15,1079.8,1078.35
2018-07-03,1245.85,1251.75,944.85,950.2,1068.81,1074.0
2018-07-02,1249.0,1247.8,948.87,951.7,1072.39,1075.1
2018-06-29,1250.55,1250.45,950.29,950.59,1073.85,1074.14
2018-06-28,1250.5,1251.55,955.26,956.06,1081.68,1081.34
2018-06-27,1256.8,1254.6,951.4,953.37,1079.97,1081.34
2018-06-26,1257.15,1260.3,949.15,951.78,1077.63,1080.33
2018-06-25,1269.8,1268.7,959.46,955.08,1090.25,1085.88
2018-06-22,1269.7,1269.15,954.05,956.05,1088.26,1089.31
2018-06-21,1263.7,1266.15,963.32,955.69,1096.51,1092.56
2018-06-20,1273.25,1274.2,967.29,965.59,1100.6,1099.89
2018-06-19,1279.0,1276.15,971.14,969.24,1108.89,1104.12
2018-06-18,1281.25,1281.55,966.96,967.7,1103.93,1104.06
2018-06-15,1300.1,1285.25,978.98,968.69,1120.04,1107.76
2018-06-14,1305.3,1302.75,971.27,977.71,1103.89,1118.02
2018-06-13,1294.4,1296.15,971.58,970.95,1101.92,1101.34
2018-06-12,1298.3,1298.65,968.27,972.3,1100.44,1101.9
2018-06-11,1296.05,1299.6,969.32,970.93,1099.57,1100.89
2018-06-08,1299.2,1298.25,968.68,970.44,1103.93,1104.16
2018-06-07,1298.3,1297.25,963.86,968.92,1097.97,1097.86
